GeoFips,GeoName,LineCode,Description,2019
46051,"Grant, SD",1,Personal income (thousands of dollars),389521
46051,"Grant, SD",2,Population (persons) 1/,7102
46051,"Grant, SD",3,Per capita personal income (dollars) 2/,54847
46053,"Gregory, SD",1,Personal income (thousands of dollars),184053
46053,"Gregory, SD",2,Population (persons) 1/,4183
46053,"Gregory, SD",3,Per capita personal income (dollars) 2/,44000
46055,"Haakon, SD",1,Personal income (thousands of dollars),92921
46055,"Haakon, SD",2,Population (persons) 1/,1866
46055,"Haakon, SD",3,Per capita personal income (dollars) 2/,49797
46057,"Hamlin, SD",1,Personal income (thousands of dollars),267667
46057,"Hamlin, SD",2,Population (persons) 1/,6224
46057,"Hamlin, SD",3,Per capita personal income (dollars) 2/,43006
46059,"Hand, SD",1,Personal income (thousands of dollars),173375
46059,"Hand, SD",2,Population (persons) 1/,3170
46059,"Hand, SD",3,Per capita personal income (dollars) 2/,54692
46061,"Hanson, SD",1,Personal income (thousands of dollars),223576
46061,"Hanson, SD",2,Population (persons) 1/,3463
46061,"Hanson, SD",3,Per capita personal income (dollars) 2/,64561
46063,"Harding, SD",1,Personal income (thousands of dollars),64753
46063,"Harding, SD",2,Population (persons) 1/,1307
46063,"Harding, SD",3,Per capita personal income (dollars) 2/,49543
46065,"Hughes, SD",1,Personal income (thousands of dollars),957913
46065,"Hughes, SD",2,Population (persons) 1/,17487
46065,"Hughes, SD",3,Per capita personal income (dollars) 2/,54779
46067,"Hutchinson, SD",1,Personal income (thousands of dollars),404165
46067,"Hutchinson, SD",2,Population (persons) 1/,7287
46067,"Hutchinson, SD",3,Per capita personal income (dollars) 2/,55464
46069,"Hyde, SD",1,Personal income (thousands of dollars),61820
46069,"Hyde, SD",2,Population (persons) 1/,1295
46069,"Hyde, SD",3,Per capita personal income (dollars) 2/,47737
46071,"Jackson, SD",1,Personal income (thousands of dollars),86928
46071,"Jackson, SD",2,Population (persons) 1/,3335
46071,"Jackson, SD",3,Per capita personal income (dollars) 2/,26065
46073,"Jerauld, SD",1,Personal income (thousands of dollars),78066
46073,"Jerauld, SD",2,Population (persons) 1/,2014
46073,"Jerauld, SD",3,Per capita personal income (dollars) 2/,38762
46075,"Jones, SD",1,Personal income (thousands of dollars),51719
46075,"Jones, SD",2,Population (persons) 1/,911
46075,"Jones, SD",3,Per capita personal income (dollars) 2/,56772
46077,"Kingsbury, SD",1,Personal income (thousands of dollars),281714
46077,"Kingsbury, SD",2,Population (persons) 1/,4907
46077,"Kingsbury, SD",3,Per capita personal income (dollars) 2/,57411
46079,"Lake, SD",1,Personal income (thousands of dollars),656064
46079,"Lake, SD",2,Population (persons) 1/,12769
46079,"Lake, SD",3,Per capita personal income (dollars) 2/,51379
46081,"Lawrence, SD",1,Personal income (thousands of dollars),1399757
46081,"Lawrence, SD",2,Population (persons) 1/,25908
46081,"Lawrence, SD",3,Per capita personal income (dollars) 2/,54028
46083,"Lincoln, SD",1,Personal income (thousands of dollars),4410080
46083,"Lincoln, SD",2,Population (persons) 1/,61235
46083,"Lincoln, SD",3,Per capita personal income (dollars) 2/,72019
46085,"Lyman, SD",1,Personal income (thousands of dollars),153981
46085,"Lyman, SD",2,Population (persons) 1/,3787
46085,"Lyman, SD",3,Per capita personal income (dollars) 2/,40660
46087,"McCook, SD",1,Personal income (thousands of dollars),301315
46087,"McCook, SD",2,Population (persons) 1/,5560
46087,"McCook, SD",3,Per capita personal income (dollars) 2/,54193
46089,"McPherson, SD",1,Personal income (thousands of dollars),100621
46089,"McPherson, SD",2,Population (persons) 1/,2388
46089,"McPherson, SD",3,Per capita personal income (dollars) 2/,42136
46091,"Marshall, SD",1,Personal income (thousands of dollars),237607
46091,"Marshall, SD",2,Population (persons) 1/,4913
46091,"Marshall, SD",3,Per capita personal income (dollars) 2/,48363
46093,"Meade, SD",1,Personal income (thousands of dollars),1280536
46093,"Meade, SD",2,Population (persons) 1/,28469
46093,"Meade, SD",3,Per capita personal income (dollars) 2/,44980
46095,"Mellette, SD",1,Personal income (thousands of dollars),59964
46095,"Mellette, SD",2,Population (persons) 1/,2068
46095,"Mellette, SD",3,Per capita personal income (dollars) 2/,28996
46097,"Miner, SD",1,Personal income (thousands of dollars),110306
46097,"Miner, SD",2,Population (persons) 1/,2221
46097,"Miner, SD",3,Per capita personal income (dollars) 2/,49665
46099,"Minnehaha, SD",1,Personal income (thousands of dollars),12053862
46099,"Minnehaha, SD",2,Population (persons) 1/,194153
46099,"Minnehaha, SD",3,Per capita personal income (dollars) 2/,62084
46101,"Moody, SD",1,Personal income (thousands of dollars),333947
46101,"Moody, SD",2,Population (persons) 1/,6555
46101,"Moody, SD",3,Per capita personal income (dollars) 2/,50945
46102,"Oglala Lakota, SD*",1,Personal income (thousands of dollars),363219
46102,"Oglala Lakota, SD*",2,Population (persons) 1/,14171
46102,"Oglala Lakota, SD*",3,Per capita personal income (dollars) 2/,25631
46103,"Pennington, SD",1,Personal income (thousands of dollars),6168079
46103,"Pennington, SD",2,Population (persons) 1/,114407
46103,"Pennington, SD",3,Per capita personal income (dollars) 2/,53913
46105,"Perkins, SD",1,Personal income (thousands of dollars),113251
46105,"Perkins, SD",2,Population (persons) 1/,2833
46105,"Perkins, SD",3,Per capita personal income (dollars) 2/,39976
46107,"Potter, SD",1,Personal income (thousands of dollars),164254
46107,"Potter, SD",2,Population (persons) 1/,2149
46107,"Potter, SD",3,Per capita personal income (dollars) 2/,76433
46109,"Roberts, SD",1,Personal income (thousands of dollars),385003
46109,"Roberts, SD",2,Population (persons) 1/,10399
46109,"Roberts, SD",3,Per capita personal income (dollars) 2/,37023
46111,"Sanborn, SD",1,Personal income (thousands of dollars),121746
46111,"Sanborn, SD",2,Population (persons) 1/,2345
46111,"Sanborn, SD",3,Per capita personal income (dollars) 2/,51917
46115,"Spink, SD",1,Personal income (thousands of dollars),348518
46115,"Spink, SD",2,Population (persons) 1/,6401
46115,"Spink, SD",3,Per capita personal income (dollars) 2/,54447
46117,"Stanley, SD",1,Personal income (thousands of dollars),188729
46117,"Stanley, SD",2,Population (persons) 1/,3129
46117,"Stanley, SD",3,Per capita personal income (dollars) 2/,60316
46119,"Sully, SD",1,Personal income (thousands of dollars),106697
46119,"Sully, SD",2,Population (persons) 1/,1377
46119,"Sully, SD",3,Per capita personal income (dollars) 2/,77485
46121,"Todd, SD",1,Personal income (thousands of dollars),264198
46121,"Todd, SD",2,Population (persons) 1/,10303
46121,"Todd, SD",3,Per capita personal income (dollars) 2/,25643
46123,"Tripp, SD",1,Personal income (thousands of dollars),269027
46123,"Tripp, SD",2,Population (persons) 1/,5430
46123,"Tripp, SD",3,Per capita personal income (dollars) 2/,49545
46125,"Turner, SD",1,Personal income (thousands of dollars),526510
46125,"Turner, SD",2,Population (persons) 1/,8316
46125,"Turner, SD",3,Per capita personal income (dollars) 2/,63313
46127,"Union, SD",1,Personal income (thousands of dollars),1912077
46127,"Union, SD",2,Population (persons) 1/,16003
46127,"Union, SD",3,Per capita personal income (dollars) 2/,119482
46129,"Walworth, SD",1,Personal income (thousands of dollars),253698
46129,"Walworth, SD",2,Population (persons) 1/,5421
46129,"Walworth, SD",3,Per capita personal income (dollars) 2/,46799
46135,"Yankton, SD",1,Personal income (thousands of dollars),1185459
46135,"Yankton, SD",2,Population (persons) 1/,22837
46135,"Yankton, SD",3,Per capita personal income (dollars) 2/,51910
46137,"Ziebach, SD",1,Personal income (thousands of dollars),53454
46137,"Ziebach, SD",2,Population (persons) 1/,2801
46137,"Ziebach, SD",3,Per capita personal income (dollars) 2/,19084
47001,"Anderson, TN",1,Personal income (thousands of dollars),3341959
47001,"Anderson, TN",2,Population (persons) 1/,76991
47001,"Anderson, TN",3,Per capita personal income (dollars) 2/,43407
47003,"Bedford, TN",1,Personal income (thousands of dollars),1968228
47003,"Bedford, TN",2,Population (persons) 1/,49684
47003,"Bedford, TN",3,Per capita personal income (dollars) 2/,39615
47005,"Benton, TN",1,Personal income (thousands of dollars),551021
47005,"Benton, TN",2,Population (persons) 1/,16199
47005,"Benton, TN",3,Per capita personal income (dollars) 2/,34016
47007,"Bledsoe, TN",1,Personal income (thousands of dollars),412843
47007,"Bledsoe, TN",2,Population (persons) 1/,15085
47007,"Bledsoe, TN",3,Per capita personal income (dollars) 2/,27368
47009,"Blount, TN",1,Personal income (thousands of dollars),6113678
47009,"Blount, TN",2,Population (persons) 1/,133396
47009,"Blount, TN",3,Per capita personal income (dollars) 2/,45831
47011,"Bradley, TN",1,Personal income (thousands of dollars),4354462
47011,"Bradley, TN",2,Population (persons) 1/,108233
47011,"Bradley, TN",3,Per capita personal income (dollars) 2/,40232
47013,"Campbell, TN",1,Personal income (thousands of dollars),1383732
47013,"Campbell, TN",2,Population (persons) 1/,39778
47013,"Campbell, TN",3,Per capita personal income (dollars) 2/,34786
47015,"Cannon, TN",1,Personal income (thousands of dollars),540696
47015,"Cannon, TN",2,Population (persons) 1/,14583
47015,"Cannon, TN",3,Per capita personal income (dollars) 2/,37077
47017,"Carroll, TN",1,Personal income (thousands of dollars),1045684
47017,"Carroll, TN",2,Population (persons) 1/,27710
47017,"Carroll, TN",3,Per capita personal income (dollars) 2/,37737
47019,"Carter, TN",1,Personal income (thousands of dollars),1940281
47019,"Carter, TN",2,Population (persons) 1/,56396
47019,"Carter, TN",3,Per capita personal income (dollars) 2/,34405
47021,"Cheatham, TN",1,Personal income (thousands of dollars),1909083
47021,"Cheatham, TN",2,Population (persons) 1/,40828
47021,"Cheatham, TN",3,Per capita personal income (dollars) 2/,46759
47023,"Chester, TN",1,Personal income (thousands of dollars),597830
47023,"Chester, TN",2,Population (persons) 1/,17306
47023,"Chester, TN",3,Per capita personal income (dollars) 2/,34545
47025,"Claiborne, TN",1,Personal income (thousands of dollars),1152303
47025,"Claiborne, TN",2,Population (persons) 1/,31919
47025,"Claiborne, TN",3,Per capita personal income (dollars) 2/,36101
47027,"Clay, TN",1,Personal income (thousands of dollars),241458
47027,"Clay, TN",2,Population (persons) 1/,7597
47027,"Clay, TN",3,Per capita personal income (dollars) 2/,31783
47029,"Cocke, TN",1,Personal income (thousands of dollars),1202946
47029,"Cocke, TN",2,Population (persons) 1/,36017
47029,"Cocke, TN",3,Per capita personal income (dollars) 2/,33399
47031,"Coffee, TN",1,Personal income (thousands of dollars),2316893
47031,"Coffee, TN",2,Population (persons) 1/,56717
47031,"Coffee, TN",3,Per capita personal income (dollars) 2/,40850
47033,"Crockett, TN",1,Personal income (thousands of dollars),590710
47033,"Crockett, TN",2,Population (persons) 1/,14189
47033,"Crockett, TN",3,Per capita personal income (dollars) 2/,41632
47035,"Cumberland, TN",1,Personal income (thousands of dollars),2317146
47035,"Cumberland, TN",2,Population (persons) 1/,60832
47035,"Cumberland, TN",3,Per capita personal income (dollars) 2/,38091
47037,"Davidson, TN",1,Personal income (thousands of dollars),50313323
47037,"Davidson, TN",2,Population (persons) 1/,692999
47037,"Davidson, TN",3,Per capita personal income (dollars) 2/,72602
47039,"Decatur, TN",1,Personal income (thousands of dollars),490629
47039,"Decatur, TN",2,Population (persons) 1/,11608
47039,"Decatur, TN",3,Per capita personal income (dollars) 2/,42266
47041,"DeKalb, TN",1,Personal income (thousands of dollars),822045
47041,"DeKalb, TN",2,Population (persons) 1/,20409
47041,"DeKalb, TN",3,Per capita personal income (dollars) 2/,40279
47043,"Dickson, TN",1,Personal income (thousands of dollars),2310438
47043,"Dickson, TN",2,Population (persons) 1/,53856
47043,"Dickson, TN",3,Per capita personal income (dollars) 2/,42900
47045,"Dyer, TN",1,Personal income (thousands of dollars),1558275
47045,"Dyer, TN",2,Population (persons) 1/,37122
47045,"Dyer, TN",3,Per capita personal income (dollars) 2/,41977
47047,"Fayette, TN",1,Personal income (thousands of dollars),2342219
47047,"Fayette, TN",2,Population (persons) 1/,41044
47047,"Fayette, TN",3,Per capita personal income (dollars) 2/,57066
47049,"Fentress, TN",1,Personal income (thousands of dollars),640549
47049,"Fentress, TN",2,Population (persons) 1/,18568
47049,"Fentress, TN",3,Per capita personal income (dollars) 2/,34497
47051,"Franklin, TN",1,Personal income (thousands of dollars),1712155
47051,"Franklin, TN",2,Population (persons) 1/,42255
47051,"Franklin, TN",3,Per capita personal income (dollars) 2/,40520
47053,"Gibson, TN",1,Personal income (thousands of dollars),1941396
47053,"Gibson, TN",2,Population (persons) 1/,49114
47053,"Gibson, TN",3,Per capita personal income (dollars) 2/,39528
47055,"Giles, TN",1,Personal income (thousands of dollars),1141046
47055,"Giles, TN",2,Population (persons) 1/,29481
47055,"Giles, TN",3,Per capita personal income (dollars) 2/,38704
47057,"Grainger, TN",1,Personal income (thousands of dollars),814599
47057,"Grainger, TN",2,Population (persons) 1/,23406
47057,"Grainger, TN",3,Per capita personal income (dollars) 2/,34803
47059,"Greene, TN",1,Personal income (thousands of dollars),2559597
47059,"Greene, TN",2,Population (persons) 1/,69127
47059,"Greene, TN",3,Per capita personal income (dollars) 2/,37027
47061,"Grundy, TN",1,Personal income (thousands of dollars),445556
47061,"Grundy, TN",2,Population (persons) 1/,13409
47061,"Grundy, TN",3,Per capita personal income (dollars) 2/,33228
47063,"Hamblen, TN",1,Personal income (thousands of dollars),2481186
47063,"Hamblen, TN",2,Population (persons) 1/,64873
47063,"Hamblen, TN",3,Per capita personal income (dollars) 2/,38247
47065,"Hamilton, TN",1,Personal income (thousands of dollars),19519758
47065,"Hamilton, TN",2,Population (persons) 1/,367776
47065,"Hamilton, TN",3,Per capita personal income (dollars) 2/,53075
47067,"Hancock, TN",1,Personal income (thousands of dollars),185743
47067,"Hancock, TN",2,Population (persons) 1/,6605
47067,"Hancock, TN",3,Per capita personal income (dollars) 2/,28122
47069,"Hardeman, TN",1,Personal income (thousands of dollars),770296
47069,"Hardeman, TN",2,Population (persons) 1/,25049
47069,"Hardeman, TN",3,Per capita personal income (dollars) 2/,30752
47071,"Hardin, TN",1,Personal income (thousands of dollars),1036578
47071,"Hardin, TN",2,Population (persons) 1/,25627
47071,"Hardin, TN",3,Per capita personal income (dollars) 2/,40449
47073,"Hawkins, TN",1,Personal income (thousands of dollars),1990749
47073,"Hawkins, TN",2,Population (persons) 1/,56855
47073,"Hawkins, TN",3,Per capita personal income (dollars) 2/,35014
47075,"Haywood, TN",1,Personal income (thousands of dollars),610004
47075,"Haywood, TN",2,Population (persons) 1/,17244
47075,"Haywood, TN",3,Per capita personal income (dollars) 2/,35375
47077,"Henderson, TN",1,Personal income (thousands of dollars),1044611
47077,"Henderson, TN",2,Population (persons) 1/,28050
47077,"Henderson, TN",3,Per capita personal income (dollars) 2/,37241
47079,"Henry, TN",1,Personal income (thousands of dollars),1364141
47079,"Henry, TN",2,Population (persons) 1/,32309
47079,"Henry, TN",3,Per capita personal income (dollars) 2/,42222
47081,"Hickman, TN",1,Personal income (thousands of dollars),873823
47081,"Hickman, TN",2,Population (persons) 1/,25155
47081,"Hickman, TN",3,Per capita personal income (dollars) 2/,34738
47083,"Houston, TN",1,Personal income (thousands of dollars),278590
47083,"Houston, TN",2,Population (persons) 1/,8206
47083,"Houston, TN",3,Per capita personal income (dollars) 2/,33950
47085,"Humphreys, TN",1,Personal income (thousands of dollars),736817
47085,"Humphreys, TN",2,Population (persons) 1/,18596
47085,"Humphreys, TN",3,Per capita personal income (dollars) 2/,39622
47087,"Jackson, TN",1,Personal income (thousands of dollars),380167
47087,"Jackson, TN",2,Population (persons) 1/,11838
47087,"Jackson, TN",3,Per capita personal income (dollars) 2/,32114
47089,"Jefferson, TN",1,Personal income (thousands of dollars),2069742
47089,"Jefferson, TN",2,Population (persons) 1/,54563
47089,"Jefferson, TN",3,Per capita personal income (dollars) 2/,37933
47091,"Johnson, TN",1,Personal income (thousands of dollars),594937
47091,"Johnson, TN",2,Population (persons) 1/,17773
47091,"Johnson, TN",3,Per capita personal income (dollars) 2/,33474
47093,"Knox, TN",1,Personal income (thousands of dollars),24645576
47093,"Knox, TN",2,Population (persons) 1/,470137
47093,"Knox, TN",3,Per capita personal income (dollars) 2/,52422
47095,"Lake, TN",1,Personal income (thousands of dollars),172868
47095,"Lake, TN",2,Population (persons) 1/,7010
47095,"Lake, TN",3,Per capita personal income (dollars) 2/,24660
47097,"Lauderdale, TN",1,Personal income (thousands of dollars),830416
47097,"Lauderdale, TN",2,Population (persons) 1/,25608
47097,"Lauderdale, TN",3,Per capita personal income (dollars) 2/,32428
47099,"Lawrence, TN",1,Personal income (thousands of dollars),1576520
47099,"Lawrence, TN",2,Population (persons) 1/,44163
47099,"Lawrence, TN",3,Per capita personal income (dollars) 2/,35698
47101,"Lewis, TN",1,Personal income (thousands of dollars),445946
47101,"Lewis, TN",2,Population (persons) 1/,12267
47101,"Lewis, TN",3,Per capita personal income (dollars) 2/,36353
47103,"Lincoln, TN",1,Personal income (thousands of dollars),1459132
47103,"Lincoln, TN",2,Population (persons) 1/,34436
47103,"Lincoln, TN",3,Per capita personal income (dollars) 2/,42372
47105,"Loudon, TN",1,Personal income (thousands of dollars),2789237
47105,"Loudon, TN",2,Population (persons) 1/,54039
47105,"Loudon, TN",3,Per capita personal income (dollars) 2/,51615
47107,"McMinn, TN",1,Personal income (thousands of dollars),2014078
47107,"McMinn, TN",2,Population (persons) 1/,53810
47107,"McMinn, TN",3,Per capita personal income (dollars) 2/,37429
47109,"McNairy, TN",1,Personal income (thousands of dollars),859994
47109,"McNairy, TN",2,Population (persons) 1/,25662
47109,"McNairy, TN",3,Per capita personal income (dollars) 2/,33512
47111,"Macon, TN",1,Personal income (thousands of dollars),823124
47111,"Macon, TN",2,Population (persons) 1/,24624
47111,"Macon, TN",3,Per capita personal income (dollars) 2/,33428
47113,"Madison, TN",1,Personal income (thousands of dollars),4284854
47113,"Madison, TN",2,Population (persons) 1/,98046
47113,"Madison, TN",3,Per capita personal income (dollars) 2/,43702
47115,"Marion, TN",1,Personal income (thousands of dollars),1148436
47115,"Marion, TN",2,Population (persons) 1/,28878
47115,"Marion, TN",3,Per capita personal income (dollars) 2/,39769
47117,"Marshall, TN",1,Personal income (thousands of dollars),1374508
47117,"Marshall, TN",2,Population (persons) 1/,34507
47117,"Marshall, TN",3,Per capita personal income (dollars) 2/,39833
47119,"Maury, TN",1,Personal income (thousands of dollars),4330507
47119,"Maury, TN",2,Population (persons) 1/,96795
47119,"Maury, TN",3,Per capita personal income (dollars) 2/,44739
47121,"Meigs, TN",1,Personal income (thousands of dollars),430618
47121,"Meigs, TN",2,Population (persons) 1/,12358
47121,"Meigs, TN",3,Per capita personal income (dollars) 2/,34845
47123,"Monroe, TN",1,Personal income (thousands of dollars),1649861
47123,"Monroe, TN",2,Population (persons) 1/,46650
47123,"Monroe, TN",3,Per capita personal income (dollars) 2/,35367
47125,"Montgomery, TN",1,Personal income (thousands of dollars),9126436
47125,"Montgomery, TN",2,Population (persons) 1/,209807
47125,"Montgomery, TN",3,Per capita personal income (dollars) 2/,43499
47127,"Moore, TN",1,Personal income (thousands of dollars),273214
47127,"Moore, TN",2,Population (persons) 1/,6439
47127,"Moore, TN",3,Per capita personal income (dollars) 2/,42431
47129,"Morgan, TN",1,Personal income (thousands of dollars),671598
47129,"Morgan, TN",2,Population (persons) 1/,21385
47129,"Morgan, TN",3,Per capita personal income (dollars) 2/,31405
47131,"Obion, TN",1,Personal income (thousands of dollars),1278828
47131,"Obion, TN",2,Population (persons) 1/,30249
47131,"Obion, TN",3,Per capita personal income (dollars) 2/,42277
47133,"Overton, TN",1,Personal income (thousands of dollars),776752
47133,"Overton, TN",2,Population (persons) 1/,22271
47133,"Overton, TN",3,Per capita personal income (dollars) 2/,34877
47135,"Perry, TN",1,Personal income (thousands of dollars),286420
47135,"Perry, TN",2,Population (persons) 1/,8084
47135,"Perry, TN",3,Per capita personal income (dollars) 2/,35430
47137,"Pickett, TN",1,Personal income (thousands of dollars),200792
47137,"Pickett, TN",2,Population (persons) 1/,5068
47137,"Pickett, TN",3,Per capita personal income (dollars) 2/,39620
47139,"Polk, TN",1,Personal income (thousands of dollars),583507
47139,"Polk, TN",2,Population (persons) 1/,16764
47139,"Polk, TN",3,Per capita personal income (dollars) 2/,34807
47141,"Putnam, TN",1,Personal income (thousands of dollars),3256746
47141,"Putnam, TN",2,Population (persons) 1/,79957
47141,"Putnam, TN",3,Per capita personal income (dollars) 2/,40731
47143,"Rhea, TN",1,Personal income (thousands of dollars),1174482
47143,"Rhea, TN",2,Population (persons) 1/,33206
47143,"Rhea, TN",3,Per capita personal income (dollars) 2/,35370
47145,"Roane, TN",1,Personal income (thousands of dollars),2266788
47145,"Roane, TN",2,Population (persons) 1/,53476
47145,"Roane, TN",3,Per capita personal income (dollars) 2/,42389
47147,"Robertson, TN",1,Personal income (thousands of dollars),3206976
47147,"Robertson, TN",2,Population (persons) 1/,71693
47147,"Robertson, TN",3,Per capita personal income (dollars) 2/,44732
47149,"Rutherford, TN",1,Personal income (thousands of dollars),14312997
47149,"Rutherford, TN",2,Population (persons) 1/,332125
47149,"Rutherford, TN",3,Per capita personal income (dollars) 2/,43095
47151,"Scott, TN",1,Personal income (thousands of dollars),684338
47151,"Scott, TN",2,Population (persons) 1/,22102
47151,"Scott, TN",3,Per capita personal income (dollars) 2/,30963
47153,"Sequatchie, TN",1,Personal income (thousands of dollars),591401
47153,"Sequatchie, TN",2,Population (persons) 1/,15071
47153,"Sequatchie, TN",3,Per capita personal income (dollars) 2/,39241
47155,"Sevier, TN",1,Personal income (thousands of dollars),4164468
47155,"Sevier, TN",2,Population (persons) 1/,98402
47155,"Sevier, TN",3,Per capita personal income (dollars) 2/,42321
47157,"Shelby, TN",1,Personal income (thousands of dollars),47292297
47157,"Shelby, TN",2,Population (persons) 1/,937070
47157,"Shelby, TN",3,Per capita personal income (dollars) 2/,50468
47159,"Smith, TN",1,Personal income (thousands of dollars),824624
47159,"Smith, TN",2,Population (persons) 1/,20115
47159,"Smith, TN",3,Per capita personal income (dollars) 2/,40995
47161,"Stewart, TN",1,Personal income (thousands of dollars),574980
47161,"Stewart, TN",2,Population (persons) 1/,13699
47161,"Stewart, TN",3,Per capita personal income (dollars) 2/,41972
47163,"Sullivan, TN",1,Personal income (thousands of dollars),6918260
47163,"Sullivan, TN",2,Population (persons) 1/,158469
47163,"Sullivan, TN",3,Per capita personal income (dollars) 2/,43657
47165,"Sumner, TN",1,Personal income (thousands of dollars),9756270
47165,"Sumner, TN",2,Population (persons) 1/,191497
47165,"Sumner, TN",3,Per capita personal income (dollars) 2/,50947
47167,"Tipton, TN",1,Personal income (thousands of dollars),2516602
47167,"Tipton, TN",2,Population (persons) 1/,61715
47167,"Tipton, TN",3,Per capita personal income (dollars) 2/,40778
47169,"Trousdale, TN",1,Personal income (thousands of dollars),353722
47169,"Trousdale, TN",2,Population (persons) 1/,11277
47169,"Trousdale, TN",3,Per capita personal income (dollars) 2/,31367
47171,"Unicoi, TN",1,Personal income (thousands of dollars),665547
47171,"Unicoi, TN",2,Population (persons) 1/,17914
47171,"Unicoi, TN",3,Per capita personal income (dollars) 2/,37152
47173,"Union, TN",1,Personal income (thousands of dollars),661934
47173,"Union, TN",2,Population (persons) 1/,19936
47173,"Union, TN",3,Per capita personal income (dollars) 2/,33203
47175,"Van Buren, TN",1,Personal income (thousands of dollars),190203
47175,"Van Buren, TN",2,Population (persons) 1/,5874
47175,"Van Buren, TN",3,Per capita personal income (dollars) 2/,32380
47177,"Warren, TN",1,Personal income (thousands of dollars),1460691
47177,"Warren, TN",2,Population (persons) 1/,41269
47177,"Warren, TN",3,Per capita personal income (dollars) 2/,35394
47179,"Washington, TN",1,Personal income (thousands of dollars),5863176
47179,"Washington, TN",2,Population (persons) 1/,129670
47179,"Washington, TN",3,Per capita personal income (dollars) 2/,45216
47181,"Wayne, TN",1,Personal income (thousands of dollars),486856
47181,"Wayne, TN",2,Population (persons) 1/,16644
47181,"Wayne, TN",3,Per capita personal income (dollars) 2/,29251
47183,"Weakley, TN",1,Personal income (thousands of dollars),1284546
47183,"Weakley, TN",2,Population (persons) 1/,33269
47183,"Weakley, TN",3,Per capita personal income (dollars) 2/,38611
47185,"White, TN",1,Personal income (thousands of dollars),942951
47185,"White, TN",2,Population (persons) 1/,27378
47185,"White, TN",3,Per capita personal income (dollars) 2/,34442
47187,"Williamson, TN",1,Personal income (thousands of dollars),22786814
47187,"Williamson, TN",2,Population (persons) 1/,238556
47187,"Williamson, TN",3,Per capita personal income (dollars) 2/,95520
47189,"Wilson, TN",1,Personal income (thousands of dollars),7469421
47189,"Wilson, TN",2,Population (persons) 1/,144507
47189,"Wilson, TN",3,Per capita personal income (dollars) 2/,51689
48001,"Anderson, TX",1,Personal income (thousands of dollars),2100545
48001,"Anderson, TX",2,Population (persons) 1/,57816
48001,"Anderson, TX",3,Per capita personal income (dollars) 2/,36332
48003,"Andrews, TX",1,Personal income (thousands of dollars),990475
48003,"Andrews, TX",2,Population (persons) 1/,18821
48003,"Andrews, TX",3,Per capita personal income (dollars) 2/,52626
48005,"Angelina, TX",1,Personal income (thousands of dollars),3476878
48005,"Angelina, TX",2,Population (persons) 1/,86761
48005,"Angelina, TX",3,Per capita personal income (dollars) 2/,40074
48007,"Aransas, TX",1,Personal income (thousands of dollars),1256425
48007,"Aransas, TX",2,Population (persons) 1/,23364
48007,"Aransas, TX",3,Per capita personal income (dollars) 2/,53776
48009,"Archer, TX",1,Personal income (thousands of dollars),457728
48009,"Archer, TX",2,Population (persons) 1/,8692
48009,"Archer, TX",3,Per capita personal income (dollars) 2/,52661
48011,"Armstrong, TX",1,Personal income (thousands of dollars),101420
48011,"Armstrong, TX",2,Population (persons) 1/,1853
48011,"Armstrong, TX",3,Per capita personal income (dollars) 2/,54733
48013,"Atascosa, TX",1,Personal income (thousands of dollars),2020586
48013,"Atascosa, TX",2,Population (persons) 1/,51140
48013,"Atascosa, TX",3,Per capita personal income (dollars) 2/,39511
48015,"Austin, TX",1,Personal income (thousands of dollars),1628036
48015,"Austin, TX",2,Population (persons) 1/,30107
48015,"Austin, TX",3,Per capita personal income (dollars) 2/,54075
48017,"Bailey, TX",1,Personal income (thousands of dollars),305359
48017,"Bailey, TX",2,Population (persons) 1/,6859
48017,"Bailey, TX",3,Per capita personal income (dollars) 2/,44519
48019,"Bandera, TX",1,Personal income (thousands of dollars),1099556
48019,"Bandera, TX",2,Population (persons) 1/,23181
48019,"Bandera, TX",3,Per capita personal income (dollars) 2/,47434
48021,"Bastrop, TX",1,Personal income (thousands of dollars),3545343
48021,"Bastrop, TX",2,Population (persons) 1/,88737
48021,"Bastrop, TX",3,Per capita personal income (dollars) 2/,39953
48023,"Baylor, TX",1,Personal income (thousands of dollars),166828
48023,"Baylor, TX",2,Population (persons) 1/,3525
48023,"Baylor, TX",3,Per capita personal income (dollars) 2/,47327
48025,"Bee, TX",1,Personal income (thousands of dollars),995912
48025,"Bee, TX",2,Population (persons) 1/,32618
48025,"Bee, TX",3,Per capita personal income (dollars) 2/,30533
48027,"Bell, TX",1,Personal income (thousands of dollars),16034461
48027,"Bell, TX",2,Population (persons) 1/,363693
48027,"Bell, TX",3,Per capita personal income (dollars) 2/,44088
48029,"Bexar, TX",1,Personal income (thousands of dollars),93251670
48029,"Bexar, TX",2,Population (persons) 1/,2002445
48029,"Bexar, TX",3,Per capita personal income (dollars) 2/,46569
48031,"Blanco, TX",1,Personal income (thousands of dollars),682294
48031,"Blanco, TX",2,Population (persons) 1/,11971
48031,"Blanco, TX",3,Per capita personal income (dollars) 2/,56996
48033,"Borden, TX",1,Personal income (thousands of dollars),47712
48033,"Borden, TX",2,Population (persons) 1/,656
48033,"Borden, TX",3,Per capita personal income (dollars) 2/,72732
48035,"Bosque, TX",1,Personal income (thousands of dollars),798399
48035,"Bosque, TX",2,Population (persons) 1/,18594
